FIPS,Alcohol Mortality Rate,Alcohol Mortality Rate(F),Alcohol Mortality Rate(M),Drug Mortality Rate,Drug Mortality Rate(F),Drug Mortality Rate(M),Self-harm Mortality Rate,Self-harm Mortality Rate(F),Self-harm Mortality Rate(M),Int. Violence Mortality Rate,Int. Violence Mortality Rate(F),Int. Violence Mortality Rate(M)
45087.0,2.29,1.53,3.3,11.94,8.63,15.87,18.45,16.47,20.43,7.85,5.6,10.52
45089.0,3.29,2.44,4.24,6.86,4.34,10.1,11.79,9.88,13.68,13.36,10.34,16.64
45091.0,2.7,2.04,3.42,10.22,8.42,12.17,13.26,12.24,14.28,5.57,4.46,6.92
46.0,4.08,3.72,4.4,4.33,3.75,4.97,16.94,16.25,17.64,3.27,2.91,3.72
46003.0,2.53,1.53,3.69,3.78,1.69,7.22,14.18,11.63,16.89,1.85,0.91,3.42
46005.0,3.14,2.26,4.15,3.51,1.83,5.8,15.02,13.46,16.64,2.36,1.32,3.89
46007.0,13.27,9.54,17.84,5.88,2.31,11.29,26.95,22.15,31.81,12.87,7.95,19.09
46009.0,2.93,1.97,4.14,2.46,0.97,4.84,10.83,9.3,12.68,2.15,1.07,3.78
46011.0,2.62,1.93,3.41,2.62,1.34,4.5,9.57,8.58,10.68,1.2,0.71,1.88
46013.0,2.72,2.08,3.44,3.09,1.79,4.75,11.5,10.48,12.61,1.77,1.11,2.74
46015.0,4.1,2.73,5.58,4.56,1.92,7.89,17.99,15.5,20.9,2.39,1.21,3.99
46017.0,36.97,27.16,48.92,8.47,2.84,18.14,58.86,47.72,70.59,18.0,9.68,29.1
46019.0,1.72,1.08,2.49,3.95,2.02,6.66,21.72,19.2,24.46,2.12,1.22,3.49
46021.0,2.26,1.43,3.45,2.76,1.09,5.8,14.49,11.92,17.58,1.71,0.88,3.31
46023.0,5.25,3.98,6.8,3.93,1.79,7.05,22.43,19.86,25.2,5.58,3.3,8.92
46025.0,2.31,1.53,3.32,2.94,1.31,5.38,15.15,12.74,17.8,1.48,0.74,2.75
46027.0,2.66,1.87,3.65,2.67,1.12,4.81,10.26,8.98,11.66,1.64,0.85,2.68
46029.0,2.36,1.68,3.11,3.1,1.67,5.08,15.29,13.76,16.97,1.66,0.99,2.6
46031.0,22.31,17.47,28.3,8.15,3.6,15.18,46.8,40.75,52.99,13.16,8.21,20.37
46033.0,3.17,2.26,4.32,5.97,3.58,9.43,18.47,16.3,20.72,2.85,1.61,4.7
46035.0,1.89,1.27,2.63,3.39,1.7,5.58,16.18,14.56,17.97,2.37,1.39,3.79
46037.0,3.92,2.76,5.33,3.1,1.31,5.66,14.68,12.74,16.82,2.23,1.18,3.79
46039.0,1.76,1.15,2.6,2.73,1.22,5.0,12.86,10.77,15.11,1.43,0.75,2.44
46041.0,20.82,15.82,26.29,6.13,2.41,12.04,45.6,39.7,51.79,14.53,8.88,21.69
46043.0,1.64,0.98,2.47,2.42,0.95,5.19,11.44,9.5,13.57,2.26,1.04,4.31
46045.0,1.65,1.03,2.47,2.12,0.78,4.43,11.33,9.54,13.36,1.83,0.93,3.34
46047.0,5.84,4.05,7.82,11.68,6.91,17.61,28.64,25.49,31.81,3.6,2.02,5.86
46049.0,1.97,1.24,2.97,2.81,1.21,5.45,13.18,10.91,15.63,1.54,0.79,2.75
46051.0,1.57,1.0,2.27,2.73,1.23,5.05,14.74,12.86,16.98,1.8,0.95,3.02
46053.0,2.55,1.62,3.66,4.14,1.9,7.63,14.55,12.54,16.75,3.15,1.67,5.59
46055.0,1.75,1.07,2.65,3.25,1.39,6.03,15.97,13.32,18.77,2.18,1.09,3.98
46057.0,2.82,1.84,4.01,3.53,1.47,6.64,13.61,11.57,15.78,1.35,0.68,2.4
46059.0,1.58,0.99,2.35,3.15,1.49,5.69,11.03,9.26,12.89,1.45,0.74,2.65
46061.0,1.98,1.19,2.94,2.5,0.98,4.94,11.99,9.85,14.22,1.66,0.8,3.09
46063.0,2.35,1.45,3.63,3.55,1.52,6.68,13.11,10.44,16.16,1.62,0.79,3.1
46065.0,2.8,1.93,3.82,3.09,1.41,5.36,17.87,16.06,19.76,2.77,1.63,4.26
46067.0,2.62,1.82,3.52,2.71,1.26,4.84,10.64,9.22,12.27,1.94,1.11,3.21
46069.0,2.23,1.46,3.17,2.75,1.19,5.31,16.05,13.26,19.04,2.2,1.2,3.74
46071.0,7.56,5.36,10.48,5.26,2.25,9.95,29.87,25.66,34.27,8.58,5.03,13.67
46073.0,2.39,1.46,3.6,3.87,1.6,7.18,12.55,10.35,15.06,1.71,0.81,3.07
46075.0,4.02,2.42,6.3,3.64,1.21,8.04,14.57,11.8,17.97,2.27,1.03,4.3
46077.0,1.98,1.29,2.86,2.34,1.04,4.35,13.95,11.92,16.11,1.53,0.79,2.76
46079.0,1.78,1.22,2.54,2.33,1.11,4.19,12.33,10.88,13.96,1.82,1.0,3.21
46081.0,2.08,1.42,2.87,4.99,3.07,7.29,18.72,16.91,20.47,1.98,1.23,3.06
46083.0,1.78,1.34,2.33,1.98,1.12,3.23,9.02,8.18,9.91,1.3,0.77,2.06
46085.0,9.25,6.93,11.98,4.38,1.83,8.56,20.24,17.67,23.22,4.32,2.51,6.88
46091.0,2.99,1.98,4.19,2.85,1.14,5.4,16.29,14.13,18.84,2.43,1.15,4.32
46087.0,2.12,1.45,2.99,2.61,1.14,5.12,13.43,11.53,15.62,1.79,0.93,3.15
46089.0,1.65,1.06,2.45,2.28,0.94,4.53,12.05,10.11,14.24,1.68,0.88,3.01
46093.0,2.21,1.45,3.01,4.92,2.87,7.38,21.79,19.78,23.97,2.62,1.61,4.03
46095.0,14.68,9.91,20.13,5.39,2.03,11.55,29.03,24.64,33.69,8.33,4.61,14.05
46097.0,2.35,1.49,3.59,2.59,0.99,5.17,14.53,12.21,17.3,1.95,0.92,3.52
46099.0,4.73,3.93,5.59,4.41,3.17,5.9,17.36,16.14,18.57,2.94,2.13,3.87
46101.0,3.34,2.28,4.65,3.88,1.73,6.97,12.66,10.88,14.57,1.77,0.89,3.13
46102.0,25.77,20.42,31.61,13.33,7.57,21.41,44.54,38.96,49.86,20.82,14.74,27.97
46103.0,2.42,1.83,3.06,5.96,4.38,7.72,17.72,16.51,19.11,3.38,2.4,4.5
46105.0,1.92,1.16,2.95,4.42,2.27,7.61,16.54,14.21,19.18,2.05,1.13,3.73
46107.0,2.3,1.47,3.42,2.79,1.16,5.41,15.71,13.2,18.46,1.99,1.02,3.56
46109.0,9.77,7.6,12.27,5.53,2.66,9.76,22.95,20.03,25.94,6.6,4.11,9.83
46111.0,2.29,1.45,3.29,2.87,1.26,5.3,15.1,12.62,17.7,1.74,0.92,3.05
46115.0,2.77,1.89,3.97,4.44,2.22,7.35,12.27,10.64,14.01,1.87,0.95,3.19
46117.0,2.45,1.61,3.49,2.78,1.23,5.29,19.83,16.88,23.36,2.5,1.37,4.4
46119.0,1.51,0.92,2.35,1.97,0.68,4.32,16.55,13.54,19.99,2.12,1.04,4.1
46121.0,38.81,31.87,46.17,13.87,6.88,23.66,56.42,49.56,64.13,22.79,15.96,31.04
46123.0,2.5,1.65,3.5,3.58,1.65,6.31,15.42,13.52,17.5,3.19,1.82,5.24
46125.0,2.01,1.34,2.81,2.25,0.91,4.17,10.87,9.42,12.4,1.67,0.89,2.83
46127.0,2.96,2.15,3.98,3.55,1.94,5.84,10.44,9.29,11.76,1.67,0.96,2.55
46129.0,6.88,4.93,9.21,4.39,1.89,8.21,17.34,15.18,19.96,3.2,1.67,5.62
46135.0,3.24,2.3,4.29,4.32,2.49,6.73,14.16,12.69,15.79,2.66,1.59,4.13
46137.0,9.58,6.86,12.69,4.86,1.87,9.51,30.71,25.93,35.96,8.38,4.67,13.42
47.0,3.07,2.83,3.32,14.2,13.31,15.0,16.95,16.29,17.64,7.74,7.34,8.14
47001.0,3.79,2.7,5.11,20.04,16.52,23.67,20.81,19.38,22.29,5.51,3.97,7.2
47003.0,4.9,3.49,6.36,13.65,9.95,18.02,20.35,18.7,22.06,6.27,4.3,8.43
47005.0,4.28,2.64,6.2,28.73,22.02,36.0,29.69,27.23,32.22,6.6,4.28,9.61
47007.0,3.76,2.45,5.32,11.53,7.79,15.99,16.07,14.12,18.08,6.34,4.1,9.18
47009.0,2.22,1.54,3.0,15.34,12.88,18.19,17.15,16.11,18.29,4.19,3.11,5.59
47011.0,2.49,1.74,3.4,16.63,13.58,19.79,14.94,13.86,16.07,4.6,3.42,5.92
47013.0,1.92,1.16,2.91,30.38,25.61,35.84,19.18,17.64,20.84,5.35,3.83,7.31
47015.0,2.62,1.6,3.94,17.32,13.04,22.07,21.85,19.82,24.21,5.65,3.57,8.25
47017.0,2.32,1.43,3.43,17.19,13.16,22.02,20.86,19.23,22.64,5.95,4.06,8.4
47019.0,2.28,1.53,3.16,14.15,11.27,17.31,18.84,17.55,20.21,4.03,2.77,5.45
47021.0,2.63,1.62,3.96,20.82,16.71,25.3,21.68,19.8,23.65,6.63,4.66,9.2
47023.0,3.2,2.08,4.63,10.82,6.9,15.88,16.95,15.17,18.88,5.72,3.48,8.5
47025.0,2.23,1.36,3.41,24.64,19.98,29.81,28.06,25.79,30.37,5.53,3.81,7.88
47027.0,3.24,1.79,5.13,32.51,24.86,41.59,22.66,20.13,25.28,8.25,5.12,12.16
47029.0,2.26,1.36,3.36,22.95,18.2,28.49,23.69,21.67,25.88,7.84,5.56,10.84
47031.0,3.2,2.25,4.19,14.82,11.61,18.19,24.59,22.74,26.51,5.68,3.99,7.64
47033.0,1.95,1.21,2.86,9.13,5.63,13.42,16.01,14.06,18.02,6.76,4.35,9.85
47035.0,2.49,1.67,3.52,19.44,15.91,23.67,22.03,20.41,23.78,6.03,4.38,8.09
47037.0,4.48,3.69,5.33,13.82,12.01,15.76,14.67,13.62,15.66,9.2,7.96,10.52
47041.0,2.92,1.77,4.4,26.31,20.71,32.27,31.4,28.38,34.53,8.28,5.62,11.63
47039.0,3.79,2.35,5.52,18.66,13.22,24.95,21.64,19.13,24.22,7.43,4.68,10.98
47043.0,3.52,2.41,4.81,14.3,11.12,18.02,20.25,18.63,21.96,4.97,3.59,6.72
47045.0,2.3,1.57,3.19,10.56,7.82,13.92,18.5,16.84,20.3,7.14,4.98,9.57
47047.0,1.28,0.79,1.84,7.19,5.07,9.96,14.31,12.61,15.85,7.08,5.17,9.38
47049.0,2.72,1.63,4.2,24.43,18.7,30.18,24.98,22.76,27.3,5.85,3.79,8.68
47051.0,2.82,1.9,3.88,16.86,13.36,20.53,18.66,17.17,20.31,3.96,2.73,5.57
47053.0,2.48,1.68,3.4,11.81,8.58,15.61,21.23,19.36,22.95,7.29,5.06,9.76
47055.0,2.47,1.57,3.59,14.28,10.75,18.31,21.28,19.37,23.17,5.56,3.85,7.74
47057.0,2.83,1.74,4.14,21.33,16.56,26.55,23.38,21.35,25.57,5.01,3.34,7.19
47059.0,2.79,1.91,3.79,15.81,12.61,19.63,24.09,22.39,25.67,6.23,4.55,8.11
47061.0,4.46,2.77,6.63,25.99,19.11,33.99,30.05,26.99,33.18,10.59,6.84,15.4
47063.0,3.55,2.43,4.82,22.02,17.95,26.44,21.42,19.68,23.03,5.33,3.86,7.23
47065.0,3.26,2.58,3.98,12.85,10.99,14.83,13.47,12.51,14.52,7.82,6.56,9.18
47067.0,2.66,1.37,4.33,20.38,13.84,27.89,32.09,28.46,35.82,6.62,3.82,10.73
47069.0,1.91,1.29,2.69,7.35,4.9,10.36,17.17,15.07,19.18,10.04,7.53,13.12
47071.0,2.02,1.24,3.02,24.32,19.02,29.94,25.63,23.49,27.93,7.81,5.41,10.81
47073.0,2.5,1.66,3.54,18.49,14.87,22.3,21.83,20.19,23.42,4.81,3.4,6.49
47075.0,1.98,1.24,2.92,8.57,5.5,12.61,14.41,12.27,16.62,10.41,7.55,14.11
47077.0,2.91,1.84,4.22,18.82,14.57,23.4,18.89,17.09,20.55,5.89,3.94,8.32
47079.0,2.71,1.79,3.85,16.4,12.61,20.66,30.64,28.4,33.17,6.66,4.61,9.39
47081.0,4.14,2.88,5.65,14.33,10.56,18.85,23.54,21.51,25.84,5.81,3.91,8.3
47083.0,3.1,1.9,4.54,16.57,10.84,23.3,22.71,20.07,25.58,7.05,4.11,11.09
47085.0,3.76,2.5,5.29,14.6,10.47,19.51,24.02,21.89,26.37,5.16,3.17,7.61
47087.0,3.6,1.98,5.85,30.64,23.39,39.33,30.73,27.66,34.02,7.99,5.02,11.93
47089.0,2.75,1.78,3.89,17.69,13.94,21.51,16.5,15.1,17.93,4.73,3.35,6.44
47091.0,3.6,2.35,5.04,15.89,11.62,21.16,27.79,25.17,30.5,6.44,4.13,9.19
47093.0,5.05,4.16,6.16,20.06,17.72,22.24,17.74,16.72,18.84,6.36,5.26,7.61
47095.0,3.92,2.5,5.69,11.4,6.7,17.83,15.22,13.09,17.29,7.02,4.24,10.7
47097.0,2.61,1.79,3.62,9.7,6.73,13.55,18.3,16.09,20.45,10.39,7.51,13.65
47099.0,2.24,1.43,3.33,15.91,12.4,19.56,20.27,18.72,21.99,5.03,3.44,7.06
47101.0,1.68,0.97,2.61,14.72,10.89,19.17,24.99,22.43,27.74,6.92,4.36,10.17
47103.0,2.36,1.62,3.28,12.12,9.18,15.59,17.94,16.34,19.57,6.11,4.31,8.49
47105.0,2.12,1.4,2.98,14.8,11.67,18.27,19.18,17.74,20.61,3.89,2.59,5.59
47111.0,2.63,1.68,3.82,15.4,11.48,19.88,24.45,22.17,26.93,7.71,5.38,10.8
47113.0,2.61,1.95,3.35,8.17,6.04,10.63,14.63,13.08,16.22,11.98,9.8,14.48
47115.0,3.19,2.1,4.35,14.83,10.89,19.53,17.52,15.81,19.33,6.31,4.21,8.83
47117.0,2.29,1.43,3.31,16.51,12.76,20.82,21.49,19.7,23.32,4.5,2.96,6.39
47119.0,2.64,1.83,3.51,13.67,10.88,16.77,18.72,17.2,20.22,6.99,5.26,8.94
47107.0,3.37,2.35,4.57,20.89,17.05,25.27,19.81,18.18,21.36,5.76,4.05,7.95
47109.0,2.0,1.19,3.04,15.36,11.4,19.71,22.91,20.68,24.95,7.15,4.86,10.28
47121.0,3.45,2.1,5.05,19.38,13.69,25.91,21.46,19.07,23.94,7.68,4.69,11.63
47123.0,2.01,1.26,2.87,15.61,12.38,19.43,18.66,17.07,20.39,6.39,4.5,8.68
47125.0,3.16,2.48,3.95,9.84,7.83,12.05,17.2,15.94,18.4,6.35,5.02,7.91
47127.0,2.05,1.13,3.25,10.32,6.2,15.84,13.87,12.08,15.9,3.27,1.72,5.81
47129.0,2.42,1.49,3.65,19.09,15.1,23.59,20.0,18.1,21.94,5.83,3.81,8.54
47131.0,1.78,1.11,2.53,9.69,7.02,12.98,17.36,15.8,19.05,4.64,3.19,6.6
47133.0,3.25,1.93,4.85,28.42,22.82,34.78,19.57,17.79,21.49,5.63,3.66,8.07
47135.0,4.25,2.57,6.22,16.86,10.99,24.02,28.85,25.83,32.2,7.6,4.48,11.86
47137.0,2.39,1.25,3.85,20.51,13.87,27.95,21.87,18.98,24.64,4.63,2.42,7.78
47139.0,3.14,1.96,4.62,19.28,14.34,25.02,22.61,20.5,24.78,6.0,3.79,8.87
47141.0,2.25,1.44,3.22,17.37,14.33,20.85,16.54,15.28,17.86,5.21,3.72,6.86
47143.0,2.84,1.81,4.06,17.24,13.56,21.58,18.95,17.36,20.73,5.07,3.48,7.21
47145.0,3.47,2.35,4.79,26.47,22.39,30.97,21.61,20.01,23.28,5.95,4.33,8.03
47147.0,2.11,1.48,2.82,10.92,8.43,13.74,19.51,17.91,21.22,7.22,5.38,9.31
47149.0,2.33,1.82,2.9,8.16,6.58,9.74,14.32,13.34,15.32,3.99,3.11,5.02
47151.0,2.09,1.21,3.27,25.1,20.0,31.48,20.67,18.73,22.7,5.46,3.54,7.74
47153.0,2.97,1.84,4.38,14.42,9.96,19.78,18.66,16.71,20.79,5.92,3.68,8.85
47155.0,2.33,1.56,3.22,16.73,14.01,19.82,19.12,17.76,20.51,3.95,2.83,5.29
47157.0,3.59,2.97,4.27,12.06,10.54,13.63,11.57,10.53,12.65,16.73,15.39,18.03
47159.0,2.03,1.15,3.27,21.06,16.25,26.39,18.74,17.09,20.43,5.06,3.26,7.39
47161.0,3.77,2.32,5.52,16.44,11.58,21.92,27.83,25.09,30.41,4.56,2.81,6.78
47163.0,2.69,2.0,3.48,15.72,13.27,18.32,19.17,18.01,20.36,4.18,3.17,5.48
47165.0,1.58,1.12,2.18,10.79,8.78,12.75,15.43,14.37,16.47,3.77,2.85,4.92
47167.0,2.04,1.3,2.84,9.87,7.45,12.63,14.2,12.77,15.78,7.25,5.44,9.5
47169.0,4.26,2.58,6.28,15.73,10.4,22.53,26.21,22.79,29.8,7.52,4.27,11.86
47171.0,2.96,1.92,4.12,14.88,10.75,19.6,27.12,24.68,29.67,5.83,3.73,8.72
47173.0,3.16,1.88,4.79,22.35,17.24,27.9,25.07,22.92,27.5,4.86,3.04,7.21
47175.0,2.01,1.16,3.1,9.56,5.36,14.97,20.44,17.52,23.29,8.23,4.56,12.86
47177.0,2.5,1.77,3.35,12.26,9.17,15.94,19.13,17.63,20.59,4.89,3.38,6.78
47179.0,3.1,2.28,4.01,11.76,9.36,14.37,19.75,18.43,21.1,4.24,3.14,5.51
47181.0,3.11,1.97,4.31,13.06,9.09,17.92,20.83,18.48,23.12,6.96,4.47,10.01
47183.0,2.02,1.28,2.91,8.85,6.2,12.19,19.17,17.51,20.92,4.11,2.74,5.84
47185.0,3.33,2.21,4.6,15.02,11.14,19.33,24.72,22.48,27.01,6.77,4.46,9.41
47187.0,1.1,0.79,1.46,4.86,3.88,6.0,11.23,10.42,12.09,2.36,1.75,3.09
47189.0,1.85,1.21,2.57,12.77,10.56,14.99,15.45,14.36,16.6,4.84,3.56,6.37
48.0,1.95,1.81,2.09,8.03,7.51,8.45,12.76,12.24,13.25,5.64,5.36,5.91
48001.0,2.2,1.47,3.07,10.6,7.95,13.8,20.0,18.44,21.48,5.2,3.82,7.03
48003.0,1.25,0.72,1.92,7.6,5.08,10.73,13.03,11.66,14.44,3.79,2.37,5.6
48005.0,1.32,0.89,1.84,8.24,6.25,10.4,16.27,14.68,17.83,7.42,5.48,9.47
48007.0,3.86,2.58,5.56,21.33,16.57,26.38,25.31,22.8,27.75,7.66,5.2,10.8
48009.0,2.54,1.5,3.82,12.77,8.67,17.14,13.04,11.6,14.76,2.41,1.45,3.66
48011.0,1.62,0.98,2.42,6.03,3.26,9.8,16.78,14.16,19.61,2.67,1.44,4.86
48013.0,1.21,0.79,1.71,6.86,4.96,9.13,17.08,15.42,18.73,7.01,5.24,9.29
48015.0,1.21,0.75,1.77,5.65,3.74,8.08,15.47,14.04,16.84,4.24,2.84,6.06
48017.0,1.64,1.02,2.44,5.09,2.91,7.92,14.15,12.24,16.14,5.03,3.1,7.6
48019.0,2.32,1.49,3.31,8.93,6.16,12.29,17.42,15.83,19.16,3.67,2.32,5.54
48021.0,2.5,1.72,3.39,10.48,8.12,13.21,18.85,17.24,20.37,5.07,3.68,6.92
48023.0,2.73,1.69,4.03,12.66,7.9,18.8,15.92,14.03,17.87,3.35,1.95,5.35
48025.0,1.83,1.28,2.43,4.51,2.87,6.62,14.08,12.73,15.42,4.25,2.85,6.01
48027.0,1.78,1.37,2.26,5.19,4.07,6.48,16.23,15.11,17.29,6.08,4.97,7.38
48029.0,2.17,1.8,2.56,8.89,7.98,9.85,11.99,11.29,12.7,7.76,6.91,8.62
48031.0,2.14,1.3,3.21,9.16,5.87,13.02,17.43,15.63,19.46,3.03,1.78,4.68
48033.0,1.03,0.6,1.6,3.65,1.89,6.24,10.87,8.84,13.43,1.66,0.93,2.83
48035.0,2.18,1.36,3.11,9.17,6.15,12.93,16.97,15.36,18.85,3.24,2.04,4.8
48037.0,1.7,1.25,2.21,5.94,4.36,7.68,18.73,17.23,20.42,8.47,6.63,10.42
48039.0,1.58,1.14,2.06,7.62,6.29,9.05,14.38,13.47,15.33,4.04,3.19,4.97
48041.0,1.69,1.19,2.26,6.63,5.16,8.26,10.15,9.37,10.95,2.9,2.11,3.81
48043.0,2.4,1.36,3.63,9.02,5.55,13.35,17.38,15.2,19.67,2.82,1.59,4.83
48045.0,1.46,0.82,2.31,5.29,2.73,8.7,14.51,12.3,16.97,2.78,1.48,4.66
48047.0,1.39,0.77,2.18,7.64,4.49,11.71,16.83,14.24,19.47,8.56,5.63,12.28
48049.0,2.72,1.79,3.82,13.76,10.43,17.76,18.32,16.93,19.81,4.35,2.94,6.29
48051.0,1.98,1.24,2.82,8.25,5.59,11.5,15.5,13.97,17.05,4.12,2.64,6.18
48053.0,2.63,1.84,3.55,8.71,6.19,11.55,16.63,15.39,18.01,3.7,2.53,5.17
48055.0,1.63,1.08,2.33,6.34,4.36,8.78,13.35,12.23,14.49,3.02,2.02,4.33
48057.0,2.34,1.47,3.41,11.18,8.02,15.1,15.07,13.51,16.65,4.67,3.07,6.77
48059.0,1.58,0.97,2.31,7.75,5.1,11.57,21.6,19.44,23.72,4.1,2.48,6.3
48061.0,1.01,0.74,1.37,4.21,3.17,5.38,7.91,7.32,8.52,3.43,2.63,4.29
48063.0,2.54,1.54,3.72,9.35,6.11,13.77,18.91,16.95,20.94,6.12,4.06,8.98
48065.0,1.73,1.07,2.53,7.16,4.42,10.58,17.72,15.66,19.93,2.43,1.44,3.87
48067.0,2.17,1.44,3.04,8.1,5.51,11.14,19.63,17.67,21.59,7.57,5.4,10.32
48069.0,1.71,1.1,2.53,4.14,2.31,6.57,11.23,9.87,12.7,2.87,1.71,4.42
48071.0,1.44,0.84,2.29,12.75,9.96,15.89,14.17,12.56,15.76,5.77,3.99,8.0
48073.0,1.88,1.25,2.67,10.49,7.91,13.49,18.85,17.21,20.47,5.34,3.71,7.41
48075.0,1.66,1.03,2.45,4.83,2.77,7.96,17.25,15.22,19.47,3.42,2.02,5.39
48077.0,2.76,1.75,3.99,11.49,7.66,15.95,16.43,14.7,18.42,3.38,2.01,5.28
48079.0,2.18,1.39,3.24,6.59,3.67,10.42,14.49,12.44,16.74,3.91,2.27,6.14
48081.0,2.14,1.24,3.36,7.64,4.05,12.21,17.87,15.38,20.78,2.48,1.32,4.24
48083.0,2.14,1.33,3.15,9.05,5.63,12.92,18.98,16.87,21.24,3.41,1.92,5.27
48085.0,1.77,1.47,2.07,4.5,3.83,5.2,10.71,10.17,11.28,2.06,1.63,2.54
48087.0,2.16,1.31,3.34,8.12,4.71,13.07,18.48,16.08,21.26,4.25,2.46,7.01
48089.0,1.44,0.88,2.11,6.72,4.3,9.79,15.64,13.92,17.38,5.75,3.68,8.25
48091.0,1.52,1.03,2.08,8.45,6.75,10.38,16.02,14.86,17.14,3.82,2.74,5.13
48093.0,1.68,1.0,2.51,7.54,4.69,10.94,16.23,14.54,18.07,4.0,2.37,6.19
48095.0,1.86,1.13,2.81,4.64,2.49,8.08,11.58,9.84,13.66,2.65,1.47,4.4
48097.0,2.34,1.57,3.26,13.33,10.33,16.47,18.92,17.31,20.59,5.26,3.64,7.18
48099.0,1.73,1.2,2.32,4.08,2.84,5.58,13.52,12.46,14.57,2.59,1.81,3.54
48101.0,1.98,1.2,3.03,5.95,3.13,10.01,14.56,12.43,17.22,3.38,1.87,5.56
48103.0,4.14,2.45,6.07,9.69,5.21,15.42,12.27,10.48,14.3,3.46,1.89,5.79
48105.0,2.17,1.39,3.22,6.76,3.81,10.36,12.69,10.95,14.62,3.54,2.11,5.48
48107.0,1.71,1.09,2.51,6.59,3.83,10.3,11.79,10.41,13.36,3.5,2.12,5.38
48109.0,2.71,1.66,4.11,7.8,4.27,12.61,11.82,9.92,14.05,4.58,2.56,7.41
48111.0,2.99,1.7,4.56,8.16,4.65,12.97,17.59,14.98,20.38,6.63,3.97,10.55
48113.0,2.44,2.07,2.85,10.05,9.09,10.96,11.5,10.82,12.27,7.6,6.84,8.34
48115.0,1.48,0.92,2.19,7.19,4.7,10.43,11.96,10.6,13.39,4.63,2.98,6.71
48123.0,1.79,1.14,2.58,7.29,4.8,10.36,15.53,13.95,17.14,3.93,2.53,5.86
48117.0,2.95,2.03,4.0,6.65,4.09,9.81,11.29,10.22,12.53,3.87,2.51,5.52
48119.0,2.4,1.34,3.63,10.46,6.23,15.78,15.51,13.62,17.58,4.46,2.7,7.05
48121.0,1.25,0.98,1.53,5.07,4.36,5.88,9.87,9.32,10.43,1.92,1.51,2.41
48125.0,2.21,1.42,3.33,5.46,2.76,9.29,15.35,13.13,17.9,3.67,1.82,6.18
48127.0,1.23,0.62,2.17,8.66,5.3,12.38,10.43,9.01,11.96,4.67,2.88,6.8
48129.0,2.07,1.25,3.17,8.33,4.74,13.14,16.12,14.04,18.53,3.06,1.72,4.94
48131.0,1.37,0.75,2.13,8.32,5.16,12.1,14.4,12.64,16.24,6.88,4.45,9.81
48133.0,2.11,1.37,3.04,9.05,6.09,12.98,17.4,15.69,19.1,3.53,2.28,5.27
48135.0,3.04,2.21,4.0,15.4,12.68,18.43,14.56,13.46,15.7,6.0,4.6,7.7
48137.0,1.85,1.06,2.74,5.57,3.03,9.23,16.94,14.38,19.63,4.88,2.9,7.9
48141.0,1.61,1.25,2.06,7.42,6.42,8.69,10.62,9.97,11.24,3.3,2.64,4.0
48139.0,1.24,0.92,1.63,4.98,3.81,6.35,12.07,11.13,13.1,4.46,3.33,5.77
48143.0,1.37,0.9,2.04,7.18,5.12,9.48,15.39,14.14,16.72,3.18,2.15,4.54
48145.0,1.93,1.2,2.78,7.11,4.46,10.53,14.07,12.66,15.57,4.91,3.18,7.03
48147.0,1.58,1.04,2.2,7.94,5.7,10.52,19.13,17.6,20.74,4.83,3.34,6.67
48149.0,1.79,1.21,2.47,5.89,3.89,8.46,15.46,14.1,16.87,3.77,2.43,5.45
48151.0,1.6,0.99,2.43,5.21,2.89,8.38,14.61,12.69,16.58,3.37,1.96,5.51
48153.0,1.47,0.93,2.16,4.35,2.32,7.18,11.31,9.96,12.85,2.99,1.77,4.78
48155.0,1.81,0.98,2.88,7.43,3.9,12.46,13.96,11.58,16.61,3.06,1.6,5.18
48157.0,0.87,0.65,1.12,3.97,3.29,4.67,8.47,7.86,9.07,4.18,3.46,4.99
48159.0,1.52,0.89,2.24,6.24,3.71,9.53,16.51,14.57,18.49,5.07,3.13,7.54
48161.0,1.56,0.96,2.3,6.86,4.38,9.87,20.14,18.24,22.16,5.38,3.5,7.77
48163.0,1.43,0.81,2.17,5.86,3.66,8.87,12.58,10.81,14.39,6.84,4.7,9.62
48165.0,1.59,0.99,2.35,6.04,3.99,8.57,12.93,11.54,14.34,3.72,2.37,5.63
48167.0,2.43,1.81,3.15,13.89,11.9,16.01,15.38,14.32,16.42,6.08,4.87,7.36
48169.0,2.08,1.29,3.13,6.22,3.56,9.81,12.15,10.51,13.84,3.56,2.11,5.63
48171.0,2.34,1.59,3.23,7.69,5.08,10.54,15.58,14.15,16.94,2.71,1.7,3.98
48173.0,1.29,0.74,1.99,4.41,2.22,7.39,13.26,10.8,16.13,2.23,1.15,3.87
48175.0,1.41,0.83,2.11,5.87,3.38,9.12,15.96,14.02,18.16,3.08,1.69,5.11
48177.0,2.21,1.39,3.17,9.22,6.31,12.85,17.38,15.64,19.17,6.13,4.26,8.61
48179.0,2.16,1.38,3.14,10.15,7.24,13.41,18.7,17.0,20.59,4.7,3.15,6.6
48181.0,2.83,2.09,3.66,12.41,9.95,15.07,17.86,16.7,19.11,4.53,3.35,5.93
48183.0,2.74,2.06,3.58,8.7,6.81,10.87,16.53,15.1,18.02,8.62,6.7,10.63
48185.0,2.0,1.28,2.86,9.89,6.84,13.24,14.39,13.04,15.82,4.12,2.64,5.96
