State,Area_Name,HH_income_2010,HH_income_2011,HH_income_2012,HH_income_2013,HH_income_2014,HH_income_2015,HH_income_2016,HH_income_2017
CT,Fairfield County,"74,634","77,065","79,536","81,816","85,336","86,297","89,954","91,170"
CT,Hartford County,"60,028","60,947","63,374","63,491","65,809","69,260","69,341","70,433"
CT,Litchfield County,"66,076","68,658","67,746","70,519","73,413","70,847","76,323","77,968"
CT,Middlesex County,"70,805","75,714","74,588","75,335","76,365","82,878","80,190","81,533"
CT,New Haven County,"57,070","58,985","59,217","58,672","60,387","61,758","66,012","66,764"
CT,New London County,"61,792","63,561","65,573","62,638","65,813","65,602","70,258","71,721"
CT,Tolland County,"74,868","77,124","75,048","73,660","78,653","81,616","81,369","75,571"
CT,Windham County,"56,564","54,911","54,221","55,948","57,547","61,303","60,869","62,606"
DE,Delaware,"56,172","58,159","58,326","58,244","59,853","61,327","62,112","64,085"
DE,Kent County,"51,490","51,045","51,695","53,811","54,271","55,678","53,994","57,112"
DE,New Castle County,"59,877","63,087","62,086","63,033","64,632","66,179","67,246","66,839"
DE,Sussex County,"48,582","51,060","48,684","50,207","53,316","54,309","56,618","61,124"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
DC,District of Columbia,"60,729","62,087","65,231","66,326","69,992","73,115","74,093","80,153"
