State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
51,036,VA,Charles City County,843,653,"1,033",11.7,9.1,14.3,223,168,278,18.1,13.7,22.5,147,107,187,15.1,11.0,19.2,"45,960","42,094","49,826",,,,,,
51,037,VA,Charlotte County,"2,572","2,022","3,122",20.9,16.4,25.4,830,636,"1,024",30.5,23.4,37.6,561,417,705,26.9,20.0,33.8,"35,677","32,276","39,078",,,,,,
51,041,VA,Chesterfield County,"22,569","18,687","26,451",7.2,6.0,8.4,"8,337","6,518","10,156",10.4,8.1,12.7,"5,711","4,339","7,083",9.4,7.1,11.7,"71,074","68,878","73,270",,,,,,
51,043,VA,Clarke County,"1,145",884,"1,406",8.2,6.3,10.1,318,237,399,10.3,7.7,12.9,211,154,268,8.9,6.5,11.3,"74,472","69,071","79,873",,,,,,
51,045,VA,Craig County,619,472,766,12.2,9.3,15.1,214,160,268,19.9,14.9,24.9,146,107,185,17.7,12.9,22.5,"45,789","41,471","50,107",,,,,,
51,047,VA,Culpeper County,"5,335","4,241","6,429",11.7,9.3,14.1,"1,926","1,472","2,380",16.4,12.5,20.3,"1,303",972,"1,634",15.3,11.4,19.2,"58,596","53,111","64,081",,,,,,
51,049,VA,Cumberland County,"1,782","1,383","2,181",17.9,13.9,21.9,598,449,747,27.1,20.4,33.8,405,296,514,25.4,18.5,32.3,"40,080","36,130","44,030",,,,,,
51,051,VA,Dickenson County,"3,357","2,654","4,060",21.8,17.2,26.4,859,656,"1,062",26.9,20.5,33.3,564,419,709,23.9,17.8,30.0,"33,494","30,366","36,622",,,,,,
51,053,VA,Dinwiddie County,"3,625","2,918","4,332",13.3,10.7,15.9,"1,141",878,"1,404",18.9,14.5,23.3,785,590,980,17.1,12.8,21.4,"50,152","46,808","53,496",,,,,,
51,057,VA,Essex County,"1,646","1,287","2,005",14.9,11.7,18.1,581,437,725,24.7,18.6,30.8,409,303,515,24.7,18.3,31.1,"42,550","38,336","46,764",,,,,,
51,059,VA,Fairfax County,"73,792","64,107","83,477",6.8,5.9,7.7,"23,575","19,574","27,576",9.0,7.5,10.5,"15,042","12,233","17,851",7.9,6.4,9.4,"105,409","102,818","108,000",,,,,,
51,061,VA,Fauquier County,"4,148","3,131","5,165",6.3,4.7,7.9,"1,421","1,048","1,794",8.8,6.5,11.1,906,647,"1,165",7.4,5.3,9.5,"85,096","77,894","92,298",,,,,,
51,063,VA,Floyd County,"2,056","1,559","2,553",13.5,10.2,16.8,682,508,856,20.9,15.6,26.2,463,336,590,19.2,13.9,24.5,"39,997","36,098","43,896",,,,,,
51,065,VA,Fluvanna County,"1,876","1,429","2,323",7.6,5.8,9.4,589,440,738,10.2,7.6,12.8,388,282,494,9.1,6.6,11.6,"62,086","56,112","68,060",,,,,,
51,067,VA,Franklin County,"7,171","5,585","8,757",13.1,10.2,16.0,"2,460","1,874","3,046",21.7,16.5,26.9,"1,709","1,275","2,143",20.6,15.4,25.8,"49,003","45,907","52,099",,,,,,
51,069,VA,Frederick County,"7,026","5,582","8,470",8.9,7.1,10.7,"2,396","1,833","2,959",12.4,9.5,15.3,"1,546","1,123","1,969",10.7,7.8,13.6,"64,501","59,299","69,703",,,,,,
51,071,VA,Giles County,"2,136","1,662","2,610",12.6,9.8,15.4,677,504,850,19.1,14.2,24.0,461,336,586,17.4,12.7,22.1,"43,139","39,054","47,224",,,,,,
51,073,VA,Gloucester County,"3,721","2,892","4,550",10.2,7.9,12.5,"1,175",887,"1,463",15.1,11.4,18.8,819,611,"1,027",13.8,10.3,17.3,"58,282","52,879","63,685",,,,,,
51,075,VA,Goochland County,"1,661","1,287","2,035",8.1,6.3,9.9,437,330,544,10.4,7.8,13.0,296,218,374,9.2,6.8,11.6,"76,804","70,433","83,175",,,,,,
51,077,VA,Grayson County,"2,817","2,228","3,406",18.6,14.7,22.5,816,625,"1,007",29.0,22.2,35.8,558,415,701,26.2,19.5,32.9,"31,286","28,472","34,100",,,,,,
51,079,VA,Greene County,"1,693","1,287","2,099",9.2,7.0,11.4,639,477,801,13.9,10.4,17.4,435,316,554,13.3,9.7,16.9,"60,710","56,034","65,386",,,,,,
51,081,VA,Greensville County,"2,114","1,590","2,638",24.7,18.6,30.8,502,376,628,26.1,19.6,32.6,348,255,441,24.6,18.0,31.2,"37,861","34,547","41,175",,,,,,
51,083,VA,Halifax County,"6,795","5,564","8,026",19.3,15.8,22.8,"2,028","1,555","2,501",26.2,20.1,32.3,"1,410","1,064","1,756",24.2,18.2,30.2,"35,170","32,591","37,749",,,,,,
51,085,VA,Hanover County,"6,001","4,799","7,203",6.1,4.9,7.3,"1,764","1,322","2,206",7.3,5.5,9.1,"1,150",823,"1,477",6.1,4.4,7.8,"71,714","66,071","77,357",,,,,,
51,087,VA,Henrico County,"33,123","29,464","36,782",10.8,9.6,12.0,"10,914","9,302","12,526",14.9,12.7,17.1,"7,073","5,799","8,347",13.3,10.9,15.7,"58,110","55,551","60,669",,,,,,
51,089,VA,Henry County,"10,908","9,224","12,592",20.5,17.3,23.7,"3,638","3,023","4,253",33.8,28.1,39.5,"2,387","1,926","2,848",30.4,24.5,36.3,"32,596","30,259","34,933",,,,,,
51,091,VA,Highland County,312,236,388,13.8,10.4,17.2,72,54,90,22.9,17.1,28.7,48,35,61,19.3,14.0,24.6,"37,286","33,440","41,132",,,,,,
51,093,VA,Isle of Wight County,"3,914","3,288","4,540",11.2,9.4,13.0,"1,213",985,"1,441",15.6,12.7,18.5,743,574,912,12.5,9.6,15.4,"60,922","55,423","66,421",,,,,,
51,095,VA,James City County,"4,991","3,919","6,063",7.4,5.8,9.0,"1,595","1,215","1,975",11.2,8.5,13.9,"1,109",836,"1,382",10.3,7.8,12.8,"73,575","67,693","79,457",,,,,,
51,097,VA,King and Queen County,919,699,"1,139",13.2,10.0,16.4,278,208,348,20.3,15.1,25.5,194,141,247,18.7,13.6,23.8,"45,087","40,907","49,267",,,,,,
51,099,VA,King George County,"1,645","1,248","2,042",6.9,5.2,8.6,627,466,788,9.7,7.2,12.2,418,302,534,8.9,6.4,11.4,"75,935","69,252","82,618",,,,,,
51,101,VA,King William County,"1,387","1,113","1,661",8.7,7.0,10.4,495,379,611,12.9,9.9,15.9,332,247,417,11.7,8.7,14.7,"57,779","53,271","62,287",,,,,,
51,103,VA,Lancaster County,"1,741","1,388","2,094",15.7,12.5,18.9,483,368,598,27.4,20.9,33.9,335,249,421,25.4,18.9,31.9,"43,470","39,232","47,708",,,,,,
51,105,VA,Lee County,"6,454","5,165","7,743",27.6,22.1,33.1,"1,794","1,400","2,188",35.6,27.8,43.4,"1,231",947,"1,515",33.0,25.4,40.6,"30,341","28,070","32,612",,,,,,
51,107,VA,Loudoun County,"12,996","10,669","15,323",4.0,3.3,4.7,"4,359","3,313","5,405",4.5,3.4,5.6,"2,855","2,103","3,607",4.1,3.0,5.2,"119,525","113,516","125,534",,,,,,
51,109,VA,Louisa County,"3,597","2,767","4,427",10.8,8.3,13.3,"1,214",902,"1,526",17.0,12.6,21.4,810,582,"1,038",15.7,11.3,20.1,"53,267","48,736","57,798",,,,,,
51,111,VA,Lunenburg County,"2,636","2,069","3,203",22.6,17.7,27.5,715,545,885,29.4,22.4,36.4,477,355,599,26.7,19.9,33.5,"34,488","31,117","37,859",,,,,,
51,113,VA,Madison County,"1,549","1,201","1,897",11.9,9.2,14.6,497,373,621,17.7,13.3,22.1,329,240,418,15.7,11.5,19.9,"52,116","47,206","57,026",,,,,,
51,115,VA,Mathews County,888,669,"1,107",10.0,7.5,12.5,287,215,359,18.1,13.6,22.6,200,146,254,16.2,11.8,20.6,"54,113","48,882","59,344",,,,,,
51,117,VA,Mecklenburg County,"5,870","4,762","6,978",19.0,15.4,22.6,"1,779","1,376","2,182",28.7,22.2,35.2,"1,235",934,"1,536",26.3,19.9,32.7,"36,372","33,051","39,693",,,,,,
51,119,VA,Middlesex County,"1,343","1,007","1,679",12.8,9.6,16.0,397,297,497,23.9,17.9,29.9,265,193,337,21.6,15.7,27.5,"46,171","41,736","50,606",,,,,,
51,121,VA,Montgomery County,"19,169","17,155","21,183",22.5,20.1,24.9,"2,411","1,821","3,001",17.0,12.8,21.2,"1,609","1,190","2,028",16.1,11.9,20.3,"44,066","40,356","47,776",,,,,,
51,125,VA,Nelson County,"2,036","1,576","2,496",13.6,10.5,16.7,599,446,752,21.0,15.6,26.4,419,306,532,19.8,14.5,25.1,"46,055","41,417","50,693",,,,,,
51,127,VA,New Kent County,"1,257",981,"1,533",6.9,5.4,8.4,428,327,529,10.8,8.3,13.3,283,209,357,9.4,6.9,11.9,"69,885","63,815","75,955",,,,,,
51,131,VA,Northampton County,"2,744","2,193","3,295",22.7,18.1,27.3,843,642,"1,044",35.1,26.7,43.5,549,406,692,31.8,23.5,40.1,"35,594","32,146","39,042",,,,,,
51,133,VA,Northumberland County,"1,719","1,324","2,114",13.8,10.6,17.0,559,413,705,28.3,20.9,35.7,384,278,490,25.9,18.7,33.1,"45,908","42,039","49,777",,,,,,
51,135,VA,Nottoway County,"3,085","2,410","3,760",22.1,17.3,26.9,940,700,"1,180",29.1,21.7,36.5,638,461,815,27.3,19.7,34.9,"36,712","33,282","40,142",,,,,,
51,137,VA,Orange County,"3,950","3,217","4,683",11.9,9.7,14.1,"1,292","1,024","1,560",17.2,13.6,20.8,896,702,"1,090",16.0,12.5,19.5,"56,967","51,801","62,133",,,,,,
51,139,VA,Page County,"4,055","3,325","4,785",17.1,14.0,20.2,"1,172",910,"1,434",23.5,18.3,28.7,801,614,988,21.4,16.4,26.4,"40,118","36,402","43,834",,,,,,
51,141,VA,Patrick County,"3,260","2,527","3,993",18.0,14.0,22.0,919,689,"1,149",27.0,20.3,33.7,638,472,804,24.6,18.2,31.0,"34,486","31,370","37,602",,,,,,
51,143,VA,Pittsylvania County,"9,113","7,531","10,695",14.7,12.1,17.3,"2,694","2,069","3,319",20.8,16.0,25.6,"1,865","1,407","2,323",19.1,14.4,23.8,"40,664","37,901","43,427",,,,,,
51,145,VA,Powhatan County,"1,894","1,470","2,318",7.4,5.8,9.0,576,433,719,9.7,7.3,12.1,385,283,487,8.2,6.0,10.4,"71,507","65,777","77,237",,,,,,
51,147,VA,Prince Edward County,"4,748","3,865","5,631",25.0,20.4,29.6,"1,069",804,"1,334",27.3,20.5,34.1,729,540,918,25.2,18.7,31.7,"36,503","32,887","40,119",,,,,,
51,149,VA,Prince George County,"3,404","2,616","4,192",10.7,8.2,13.2,"1,111",827,"1,395",13.6,10.1,17.1,765,561,969,12.5,9.2,15.8,"56,374","51,785","60,963",,,,,,
51,153,VA,Prince William County,"28,639","23,486","33,792",6.9,5.7,8.1,"11,468","9,029","13,907",9.7,7.6,11.8,"7,834","6,150","9,518",9.3,7.3,11.3,"93,101","88,587","97,615",,,,,,
51,155,VA,Pulaski County,"5,533","4,407","6,659",16.5,13.1,19.9,"1,564","1,182","1,946",23.9,18.1,29.7,"1,032",755,"1,309",21.2,15.5,26.9,"39,054","35,860","42,248",,,,,,
51,157,VA,Rappahannock County,742,569,915,10.0,7.7,12.3,231,173,289,16.2,12.2,20.2,158,116,200,14.6,10.7,18.5,"59,277","53,110","65,444",,,,,,
51,159,VA,Richmond County,"1,510","1,171","1,849",20.4,15.8,25.0,394,300,488,25.9,19.7,32.1,266,195,337,23.5,17.2,29.8,"39,624","35,570","43,678",,,,,,
51,161,VA,Roanoke County,"7,274","5,967","8,581",8.0,6.6,9.4,"2,013","1,564","2,462",10.3,8.0,12.6,"1,340","1,009","1,671",8.9,6.7,11.1,"60,382","56,070","64,694",,,,,,
51,163,VA,Rockbridge County,"2,855","2,236","3,474",12.9,10.1,15.7,774,581,967,18.6,14.0,23.2,523,384,662,16.6,12.2,21.0,"42,567","38,482","46,652",,,,,,
51,165,VA,Rockingham County,"7,227","5,832","8,622",9.6,7.7,11.5,"2,330","1,757","2,903",13.2,10.0,16.4,"1,598","1,187","2,009",12.1,9.0,15.2,"51,826","48,762","54,890",,,,,,
51,167,VA,Russell County,"6,704","5,717","7,691",23.5,20.0,27.0,"1,546","1,205","1,887",27.2,21.2,33.2,"1,047",797,"1,297",24.9,18.9,30.9,"30,562","28,411","32,713",,,,,,
51,169,VA,Scott County,"4,193","3,366","5,020",18.7,15.0,22.4,"1,076",808,"1,344",24.9,18.7,31.1,735,538,932,23.0,16.8,29.2,"35,342","32,094","38,590",,,,,,
51,171,VA,Shenandoah County,"5,620","4,720","6,520",13.4,11.2,15.6,"1,838","1,476","2,200",20.3,16.3,24.3,"1,278","1,012","1,544",19.2,15.2,23.2,"47,669","43,434","51,904",,,,,,
51,173,VA,Smyth County,"6,085","4,919","7,251",19.4,15.7,23.1,"1,786","1,391","2,181",27.9,21.7,34.1,"1,187",895,"1,479",25.1,18.9,31.3,"34,916","31,609","38,223",,,,,,
51,175,VA,Southampton County,"2,696","2,114","3,278",16.0,12.5,19.5,831,635,"1,027",22.1,16.9,27.3,554,411,697,19.6,14.5,24.7,"43,374","39,463","47,285",,,,,,
51,177,VA,Spotsylvania County,"9,356","7,220","11,492",7.6,5.9,9.3,"3,814","2,901","4,727",11.6,8.8,14.4,"2,684","2,015","3,353",10.7,8.0,13.4,"75,627","71,090","80,164",,,,,,
51,179,VA,Stafford County,"8,070","6,547","9,593",6.3,5.1,7.5,"2,894","2,218","3,570",7.9,6.1,9.7,"1,980","1,509","2,451",7.0,5.3,8.7,"90,748","85,793","95,703",,,,,,
51,181,VA,Surry County,884,677,"1,091",12.8,9.8,15.8,282,213,351,20.3,15.3,25.3,194,144,244,18.4,13.7,23.1,"46,486","41,863","51,109",,,,,,
51,183,VA,Sussex County,"1,966","1,502","2,430",20.7,15.8,25.6,465,343,587,23.2,17.1,29.3,319,231,407,22.0,15.9,28.1,"37,329","33,511","41,147",,,,,,
51,185,VA,Tazewell County,"7,580","6,214","8,946",17.6,14.4,20.8,"2,038","1,564","2,512",23.1,17.7,28.5,"1,373","1,034","1,712",20.9,15.8,26.0,"36,521","33,615","39,427",,,,,,
51,187,VA,Warren County,"3,858","2,967","4,749",10.4,8.0,12.8,"1,390","1,031","1,749",15.8,11.7,19.9,930,670,"1,190",14.3,10.3,18.3,"56,450","52,115","60,785",,,,,,
51,191,VA,Washington County,"6,831","5,170","8,492",12.8,9.7,15.9,"2,060","1,528","2,592",19.8,14.7,24.9,"1,374",986,"1,762",17.7,12.7,22.7,"40,513","37,416","43,610",,,,,,
51,193,VA,Westmoreland County,"3,020","2,422","3,618",17.3,13.9,20.7,979,735,"1,223",28.5,21.4,35.6,617,438,796,25.2,17.9,32.5,"43,175","39,052","47,298",,,,,,
51,195,VA,Wise County,"8,782","7,258","10,306",22.8,18.8,26.8,"2,353","1,848","2,858",27.8,21.8,33.8,"1,590","1,224","1,956",26.0,20.0,32.0,"36,286","33,074","39,498",,,,,,
51,197,VA,Wythe County,"4,148","3,180","5,116",14.3,11.0,17.6,"1,303",970,"1,636",22.2,16.5,27.9,904,657,"1,151",20.6,15.0,26.2,"39,879","36,775","42,983",,,,,,
51,199,VA,York County,"3,566","2,778","4,354",5.4,4.2,6.6,"1,257",951,"1,563",7.5,5.7,9.3,830,614,"1,046",6.3,4.6,8.0,"80,178","74,074","86,282",,,,,,
51,510,VA,Alexandria city,"11,522","9,161","13,883",8.1,6.4,9.8,"3,614","2,739","4,489",14.7,11.1,18.3,"2,411","1,781","3,041",17.2,12.7,21.7,"82,070","76,635","87,505",,,,,,
51,515,VA,Bedford city,"1,172",920,"1,424",19.7,15.5,23.9,352,269,435,29.4,22.4,36.4,237,178,296,27.8,20.9,34.7,"36,552","32,871","40,233",,,,,,
51,520,VA,Bristol city,"4,466","3,796","5,136",25.8,21.9,29.7,"1,239",964,"1,514",35.2,27.4,43.0,864,667,"1,061",34.0,26.3,41.7,"29,612","27,224","32,000",,,,,,
51,530,VA,Buena Vista city,939,710,"1,168",15.1,11.4,18.8,304,228,380,22.1,16.6,27.6,204,149,259,20.6,15.1,26.1,"32,855","31,193","34,517",,,,,,
51,540,VA,Charlottesville city,"9,508","8,026","10,990",23.0,19.4,26.6,"1,387","1,035","1,739",22.2,16.6,27.8,929,680,"1,178",23.5,17.2,29.8,"41,826","38,047","45,605",,,,,,
51,550,VA,Chesapeake city,"20,551","16,728","24,374",9.3,7.6,11.0,"7,653","5,998","9,308",13.5,10.6,16.4,"5,050","3,833","6,267",12.0,9.1,14.9,"65,699","62,556","68,842",,,,,,
51,570,VA,Colonial Heights city,"1,662","1,285","2,039",9.7,7.5,11.9,616,460,772,16.1,12.0,20.2,435,317,553,15.4,11.2,19.6,"48,299","44,425","52,173",,,,,,
51,580,VA,Covington city,952,734,"1,170",16.3,12.6,20.0,308,233,383,25.6,19.4,31.8,202,150,254,22.6,16.7,28.5,"35,921","32,519","39,323",,,,,,
51,590,VA,Danville city,"10,984","9,183","12,785",26.5,22.2,30.8,"3,791","3,029","4,553",41.3,33.0,49.6,"2,561","1,983","3,139",40.1,31.0,49.2,"31,545","29,424","33,666",,,,,,
51,595,VA,Emporia city,"1,282",999,"1,565",22.8,17.8,27.8,483,365,601,33.5,25.3,41.7,326,236,416,30.3,22.0,38.6,"32,801","29,411","36,191",,,,,,
51,600,VA,Fairfax city,"1,619","1,272","1,966",7.3,5.7,8.9,391,296,486,8.6,6.5,10.7,270,201,339,8.5,6.3,10.7,"87,307","79,159","95,455",,,,,,
51,610,VA,Falls Church city,372,282,462,2.9,2.2,3.6,93,67,119,2.9,2.1,3.7,55,38,72,2.3,1.6,3.0,"117,481","108,919","126,043",,,,,,
51,620,VA,Franklin city,"1,843","1,455","2,231",21.8,17.2,26.4,688,525,851,33.7,25.7,41.7,479,361,597,34.3,25.8,42.8,"30,725","28,948","32,502",,,,,,
51,630,VA,Fredericksburg city,"3,681","2,856","4,506",15.9,12.3,19.5,"1,183",877,"1,489",22.9,17.0,28.8,802,579,"1,025",23.8,17.2,30.4,"50,522","46,794","54,250",,,,,,
51,640,VA,Galax city,"1,530","1,188","1,872",22.9,17.8,28.0,565,430,700,37.3,28.4,46.2,386,287,485,35.5,26.4,44.6,"31,740","28,481","34,999",,,,,,
51,650,VA,Hampton city,"20,153","17,391","22,915",15.3,13.2,17.4,"7,163","5,975","8,351",23.7,19.8,27.6,"4,981","4,160","5,802",23.0,19.2,26.8,"48,656","45,484","51,828",,,,,,
51,660,VA,Harrisonburg city,"11,451","9,818","13,084",27.0,23.2,30.8,"1,731","1,292","2,170",23.7,17.7,29.7,"1,141",832,"1,450",23.6,17.2,30.0,"36,370","33,242","39,498",,,,,,
51,670,VA,Hopewell city,"4,076","3,149","5,003",18.3,14.1,22.5,"1,664","1,248","2,080",30.2,22.6,37.8,"1,085",788,"1,382",28.9,21.0,36.8,"36,792","34,340","39,244",,,,,,
51,678,VA,Lexington city,"1,011",768,"1,254",22.8,17.3,28.3,86,65,107,14.1,10.7,17.5,52,38,66,11.7,8.6,14.8,"40,105","35,951","44,259",,,,,,
51,680,VA,Lynchburg city,"14,671","12,483","16,859",22.1,18.8,25.4,"3,687","2,820","4,554",25.2,19.3,31.1,"2,544","1,869","3,219",25.6,18.8,32.4,"36,657","33,945","39,369",,,,,,
51,683,VA,Manassas city,"4,035","3,149","4,921",10.3,8.0,12.6,"1,790","1,365","2,215",16.7,12.7,20.7,"1,201",900,"1,502",15.8,11.8,19.8,"65,590","61,100","70,080",,,,,,
51,685,VA,Manassas Park city,"1,214",907,"1,521",8.0,6.0,10.0,615,456,774,14.2,10.5,17.9,418,304,532,14.0,10.2,17.8,"71,976","65,940","78,012",,,,,,
51,690,VA,Martinsville city,"3,239","2,556","3,922",24.5,19.3,29.7,"1,066",807,"1,325",36.6,27.7,45.5,717,525,909,35.2,25.8,44.6,"30,227","27,154","33,300",,,,,,
51,700,VA,Newport News city,"26,712","22,513","30,911",15.5,13.1,17.9,"9,700","7,670","11,730",22.7,18.0,27.4,"6,133","4,555","7,711",20.9,15.5,26.3,"47,969","45,806","50,132",,,,,,
51,710,VA,Norfolk city,"42,703","37,064","48,342",20.3,17.6,23.0,"13,951","11,601","16,301",28.0,23.3,32.7,"9,389","7,611","11,167",28.3,22.9,33.7,"42,201","40,254","44,148",,,,,,
51,720,VA,Norton city,819,631,"1,007",20.5,15.8,25.2,279,210,348,32.1,24.2,40.0,185,135,235,30.0,22.0,38.0,"32,624","29,239","36,009",,,,,,
51,730,VA,Petersburg city,"7,697","6,229","9,165",24.3,19.7,28.9,"2,540","1,997","3,083",37.7,29.6,45.8,"1,737","1,343","2,131",39.8,30.8,48.8,"32,615","29,458","35,772",,,,,,
51,735,VA,Poquoson city,626,476,776,5.2,3.9,6.5,186,139,233,6.8,5.1,8.5,121,88,154,5.4,3.9,6.9,"81,040","73,472","88,608",,,,,,
51,740,VA,Portsmouth city,"16,640","13,832","19,448",18.0,15.0,21.0,"6,231","4,946","7,516",28.1,22.3,33.9,"3,982","2,965","4,999",26.3,19.6,33.0,"41,910","39,030","44,790",,,,,,
51,750,VA,Radford city,"3,685","2,884","4,486",26.8,21.0,32.6,391,292,490,19.4,14.5,24.3,264,193,335,18.4,13.4,23.4,"33,848","30,277","37,419",,,,,,
51,760,VA,Richmond city,"51,117","46,715","55,519",26.4,24.1,28.7,"14,013","12,030","15,996",36.2,31.1,41.3,"8,536","6,965","10,107",33.9,27.7,40.1,"38,368","35,903","40,833",,,,,,
51,770,VA,Roanoke city,"18,565","15,629","21,501",19.5,16.4,22.6,"6,126","4,768","7,484",29.6,23.0,36.2,"3,924","2,897","4,951",28.7,21.2,36.2,"38,482","36,133","40,831",,,,,,
51,775,VA,Salem city,"2,578","2,045","3,111",11.1,8.8,13.4,721,546,896,14.9,11.3,18.5,483,352,614,13.3,9.7,16.9,"44,499","40,673","48,325",,,,,,
51,790,VA,Staunton city,"3,619","2,919","4,319",16.0,12.9,19.1,"1,028",778,"1,278",23.4,17.7,29.1,696,518,874,22.8,17.0,28.6,"41,006","37,412","44,600",,,,,,
51,800,VA,Suffolk city,"10,214","8,182","12,246",12.2,9.8,14.6,"3,897","3,037","4,757",18.1,14.1,22.1,"2,661","2,034","3,288",16.9,12.9,20.9,"61,335","57,578","65,092",,,,,,
51,810,VA,Virginia Beach city,"38,498","32,837","44,159",8.9,7.6,10.2,"13,019","10,627","15,411",12.6,10.3,14.9,"8,713","6,873","10,553",11.8,9.3,14.3,"64,107","62,187","66,027",,,,,,
51,820,VA,Waynesboro city,"3,788","3,128","4,448",18.0,14.9,21.1,"1,381","1,086","1,676",28.0,22.0,34.0,902,685,"1,119",26.4,20.0,32.8,"40,342","36,271","44,413",,,,,,
51,830,VA,Williamsburg city,"1,962","1,483","2,441",19.1,14.4,23.8,350,263,437,23.4,17.6,29.2,227,165,289,22.9,16.7,29.1,"46,358","42,358","50,358",,,,,,
51,840,VA,Winchester city,"4,545","3,761","5,329",17.8,14.7,20.9,"1,384","1,051","1,717",23.6,17.9,29.3,916,679,"1,153",22.7,16.8,28.6,"42,539","38,817","46,261",,,,,,
53,000,WA,Washington,"931,605","912,604","950,606",13.9,13.6,14.2,"286,709","276,673","296,745",18.5,17.9,19.1,"186,781","178,797","194,765",16.9,16.2,17.6,"56,811","56,260","57,362","90,628","84,749","96,507",21.1,19.7,22.5
53,001,WA,Adams County,"3,747","3,052","4,442",20.0,16.3,23.7,"1,887","1,483","2,291",28.6,22.5,34.7,"1,248",956,"1,540",27.9,21.4,34.4,"40,675","36,802","44,548",,,,,,
53,003,WA,Asotin County,"3,732","3,025","4,439",17.2,13.9,20.5,"1,200",930,"1,470",26.3,20.4,32.2,780,589,971,23.6,17.8,29.4,"41,864","38,361","45,367",,,,,,
53,005,WA,Benton County,"20,878","17,168","24,588",11.7,9.6,13.8,"8,165","6,451","9,879",17.2,13.6,20.8,"5,614","4,427","6,801",16.4,12.9,19.9,"61,539","58,804","64,274",,,,,,
53,007,WA,Chelan County,"11,507","9,171","13,843",15.9,12.7,19.1,"4,314","3,354","5,274",24.1,18.7,29.5,"2,805","2,096","3,514",21.9,16.4,27.4,"48,458","45,343","51,573",,,,,,
53,009,WA,Clallam County,"9,248","7,542","10,954",13.2,10.8,15.6,"2,508","1,888","3,128",20.3,15.3,25.3,"1,708","1,258","2,158",18.8,13.8,23.8,"47,903","44,607","51,199",,,,,,
53,011,WA,Clark County,"58,684","52,959","64,409",13.7,12.4,15.0,"19,973","17,078","22,868",18.1,15.5,20.7,"13,139","10,871","15,407",16.1,13.3,18.9,"56,750","54,918","58,582",,,,,,
53,013,WA,Columbia County,595,466,724,14.9,11.7,18.1,172,132,212,23.0,17.7,28.3,115,86,144,20.7,15.5,25.9,"42,463","38,112","46,814",,,,,,
53,015,WA,Cowlitz County,"19,636","17,172","22,100",19.5,17.1,21.9,"6,514","5,420","7,608",27.4,22.8,32.0,"4,492","3,714","5,270",25.7,21.3,30.1,"43,611","40,953","46,269",,,,,,
53,017,WA,Douglas County,"6,718","5,730","7,706",17.4,14.8,20.0,"2,796","2,332","3,260",27.3,22.8,31.8,"1,917","1,596","2,238",25.7,21.4,30.0,"47,958","44,993","50,923",,,,,,
53,019,WA,Ferry County,"1,637","1,313","1,961",21.6,17.3,25.9,424,327,521,29.0,22.4,35.6,269,199,339,25.3,18.7,31.9,"34,543","31,245","37,841",,,,,,
53,021,WA,Franklin County,"19,400","17,239","21,561",24.2,21.5,26.9,"9,952","8,871","11,033",35.6,31.7,39.5,"6,414","5,596","7,232",33.4,29.1,37.7,"48,904","44,583","53,225",,,,,,
53,023,WA,Garfield County,294,226,362,13.2,10.2,16.2,78,60,96,17.6,13.4,21.8,50,37,63,14.1,10.5,17.7,"46,302","41,840","50,764",,,,,,
53,025,WA,Grant County,"18,233","15,681","20,785",20.3,17.5,23.1,"7,702","6,377","9,027",28.1,23.3,32.9,"5,016","4,030","6,002",26.1,21.0,31.2,"43,149","39,460","46,838",,,,,,
53,027,WA,Grays Harbor County,"14,677","12,891","16,463",21.1,18.5,23.7,"4,409","3,692","5,126",29.4,24.6,34.2,"2,624","2,051","3,197",24.3,19.0,29.6,"40,886","38,651","43,121",,,,,,
53,029,WA,Island County,"7,816","6,358","9,274",10.1,8.2,12.0,"2,390","1,882","2,898",15.4,12.1,18.7,"1,576","1,210","1,942",14.2,10.9,17.5,"58,179","54,941","61,417",,,,,,
53,031,WA,Jefferson County,"3,997","3,268","4,726",13.6,11.1,16.1,994,757,"1,231",23.9,18.2,29.6,621,454,788,19.8,14.5,25.1,"47,045","43,335","50,755",,,,,,
53,033,WA,King County,"234,867","222,909","246,825",12.1,11.5,12.7,"59,240","53,499","64,981",14.5,13.1,15.9,"37,190","33,021","41,359",12.9,11.5,14.3,"68,596","66,938","70,254",,,,,,
53,035,WA,Kitsap County,"26,853","23,185","30,521",11.0,9.5,12.5,"7,767","6,422","9,112",14.4,11.9,16.9,"4,755","3,768","5,742",12.0,9.5,14.5,"60,294","58,416","62,172",,,,,,
53,037,WA,Kittitas County,"9,978","8,982","10,974",25.5,23.0,28.0,"1,571","1,284","1,858",21.8,17.8,25.8,"1,012",798,"1,226",19.6,15.5,23.7,"41,823","38,221","45,425",,,,,,
