State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
12,101,FL,Pasco County,"72,121","64,252","79,990",15.7,14.0,17.4,"20,285","16,845","23,725",21.2,17.6,24.8,"13,431","10,836","16,026",19.0,15.3,22.7,"40,859","39,201","42,517",,,,,,
12,103,FL,Pinellas County,"134,728","122,222","147,234",15.0,13.6,16.4,"37,300","32,601","41,999",23.6,20.6,26.6,"25,823","22,126","29,520",22.4,19.2,25.6,"42,761","41,380","44,142",,,,,,
12,105,FL,Polk County,"114,618","104,836","124,400",19.2,17.6,20.8,"41,957","37,253","46,661",30.2,26.8,33.6,"28,409","24,644","32,174",28.3,24.5,32.1,"40,258","38,747","41,769",,,,,,
12,107,FL,Putnam County,"20,254","17,558","22,950",27.9,24.2,31.6,"6,864","5,708","8,020",42.1,35.0,49.2,"4,482","3,612","5,352",38.3,30.9,45.7,"31,150","29,251","33,049",,,,,,
12,109,FL,St. Johns County,"18,132","14,737","21,527",9.4,7.6,11.2,"5,422","4,190","6,654",12.4,9.6,15.2,"3,585","2,685","4,485",10.6,7.9,13.3,"63,299","59,904","66,694",,,,,,
12,111,FL,St. Lucie County,"56,387","50,199","62,575",20.3,18.1,22.5,"19,209","16,801","21,617",31.7,27.7,35.7,"12,884","11,051","14,717",28.9,24.8,33.0,"41,384","38,484","44,284",,,,,,
12,113,FL,Santa Rosa County,"16,848","13,857","19,839",11.3,9.3,13.3,"5,812","4,542","7,082",16.3,12.7,19.9,"3,899","2,966","4,832",14.7,11.2,18.2,"53,155","49,357","56,953",,,,,,
12,115,FL,Sarasota County,"44,010","37,874","50,146",11.7,10.1,13.3,"11,265","8,869","13,661",19.3,15.2,23.4,"7,743","5,910","9,576",17.7,13.5,21.9,"47,457","45,090","49,824",,,,,,
12,117,FL,Seminole County,"48,594","42,377","54,811",11.5,10.0,13.0,"15,526","12,852","18,200",16.5,13.7,19.3,"10,715","8,671","12,759",15.0,12.1,17.9,"54,449","51,869","57,029",,,,,,
12,119,FL,Sumter County,"12,839","10,329","15,349",14.5,11.7,17.3,"2,908","2,410","3,406",34.9,28.9,40.9,"2,143","1,754","2,532",35.3,28.9,41.7,"44,595","41,463","47,727",,,,,,
12,121,FL,Suwannee County,"9,989","8,394","11,584",24.7,20.8,28.6,"3,413","2,794","4,032",36.4,29.8,43.0,"2,403","1,946","2,860",36.0,29.1,42.9,"34,947","31,610","38,284",,,,,,
12,123,FL,Taylor County,"4,391","3,439","5,343",22.7,17.8,27.6,"1,336","1,030","1,642",30.9,23.8,38.0,859,636,"1,082",28.6,21.2,36.0,"33,863","30,762","36,964",,,,,,
12,125,FL,Union County,"2,676","2,056","3,296",25.3,19.4,31.2,752,578,926,26.1,20.1,32.1,496,369,623,23.6,17.6,29.6,"40,743","36,975","44,511",,,,,,
12,127,FL,Volusia County,"84,021","74,742","93,300",17.4,15.5,19.3,"24,478","20,593","28,363",27.1,22.8,31.4,"17,052","14,038","20,066",25.8,21.2,30.4,"38,477","36,639","40,315",,,,,,
12,129,FL,Wakulla County,"4,025","3,115","4,935",14.6,11.3,17.9,"1,388","1,069","1,707",20.8,16.0,25.6,933,705,"1,161",18.6,14.1,23.1,"50,716","46,934","54,498",,,,,,
12,131,FL,Walton County,"7,688","5,924","9,452",14.3,11.0,17.6,"2,745","2,094","3,396",24.8,18.9,30.7,"1,870","1,393","2,347",23.8,17.7,29.9,"44,763","40,838","48,688",,,,,,
12,133,FL,Washington County,"5,409","4,430","6,388",24.3,19.9,28.7,"1,745","1,383","2,107",33.9,26.9,40.9,"1,165",898,"1,432",30.7,23.7,37.7,"35,004","31,787","38,221",,,,,,
13,000,GA,Georgia,"1,836,715","1,806,754","1,866,676",19.2,18.9,19.5,"651,999","635,149","668,849",26.6,25.9,27.3,"440,361","426,024","454,698",24.8,24.0,25.6,"45,886","45,438","46,334","202,963","194,063","211,863",30.3,29.0,31.6
13,001,GA,Appling County,"3,756","2,918","4,594",21.1,16.4,25.8,"1,542","1,175","1,909",34.0,25.9,42.1,"1,013",749,"1,277",31.0,22.9,39.1,"35,164","31,721","38,607",,,,,,
13,003,GA,Atkinson County,"2,632","2,172","3,092",31.4,25.9,36.9,"1,086",876,"1,296",44.3,35.7,52.9,739,586,892,43.3,34.3,52.3,"28,693","25,851","31,535",,,,,,
13,005,GA,Bacon County,"2,662","2,101","3,223",24.5,19.3,29.7,"1,008",771,"1,245",35.3,27.0,43.6,657,489,825,32.3,24.0,40.6,"31,301","28,133","34,469",,,,,,
13,007,GA,Baker County,872,696,"1,048",28.4,22.7,34.1,317,250,384,41.9,33.0,50.8,210,161,259,37.2,28.5,45.9,"33,347","29,868","36,826",,,,,,
13,009,GA,Baldwin County,"11,826","10,248","13,404",29.2,25.3,33.1,"3,208","2,610","3,806",35.9,29.2,42.6,"2,118","1,682","2,554",33.5,26.6,40.4,"34,304","31,305","37,303",,,,,,
13,011,GA,Banks County,"3,456","2,826","4,086",19.0,15.5,22.5,"1,254",985,"1,523",28.0,22.0,34.0,855,656,"1,054",25.2,19.3,31.1,"42,673","38,558","46,788",,,,,,
13,013,GA,Barrow County,"10,818","9,071","12,565",15.6,13.1,18.1,"4,346","3,512","5,180",22.6,18.3,26.9,"3,146","2,515","3,777",23.0,18.4,27.6,"50,996","46,913","55,079",,,,,,
13,015,GA,Bartow County,"18,897","16,344","21,450",19.1,16.5,21.7,"7,429","6,236","8,622",28.7,24.1,33.3,"4,804","3,873","5,735",25.2,20.3,30.1,"45,072","41,832","48,312",,,,,,
13,017,GA,Ben Hill County,"5,102","4,083","6,121",29.4,23.5,35.3,"1,972","1,536","2,408",43.2,33.6,52.8,"1,326","1,002","1,650",41.8,31.6,52.0,"29,425","26,440","32,410",,,,,,
13,019,GA,Berrien County,"4,583","3,701","5,465",24.0,19.4,28.6,"1,651","1,288","2,014",34.7,27.1,42.3,"1,104",835,"1,373",31.6,23.9,39.3,"33,417","30,050","36,784",,,,,,
13,021,GA,Bibb County,"38,253","34,130","42,376",25.4,22.7,28.1,"13,735","11,529","15,941",35.0,29.4,40.6,"8,935","7,106","10,764",32.2,25.6,38.8,"35,125","32,428","37,822",,,,,,
13,023,GA,Bleckley County,"2,544","2,056","3,032",21.7,17.5,25.9,820,641,999,28.6,22.3,34.9,563,433,693,26.6,20.5,32.7,"39,461","35,368","43,554",,,,,,
13,025,GA,Brantley County,"4,054","3,304","4,804",22.3,18.2,26.4,"1,462","1,128","1,796",30.9,23.8,38.0,"1,003",757,"1,249",28.8,21.7,35.9,"36,300","32,748","39,852",,,,,,
13,027,GA,Brooks County,"4,731","4,019","5,443",29.8,25.3,34.3,"1,519","1,221","1,817",41.2,33.1,49.3,"1,092",877,"1,307",41.5,33.4,49.6,"29,282","26,787","31,777",,,,,,
13,029,GA,Bryan County,"3,815","2,974","4,656",12.2,9.5,14.9,"1,726","1,325","2,127",19.1,14.7,23.5,"1,167",875,"1,459",17.3,13.0,21.6,"63,092","56,912","69,272",,,,,,
13,031,GA,Bulloch County,"21,071","18,374","23,768",31.0,27.0,35.0,"4,370","3,471","5,269",30.8,24.5,37.1,"2,973","2,324","3,622",29.6,23.1,36.1,"33,192","30,131","36,253",,,,,,
13,033,GA,Burke County,"7,179","5,918","8,440",31.0,25.6,36.4,"2,771","2,203","3,339",43.4,34.5,52.3,"1,896","1,484","2,308",40.7,31.9,49.5,"31,188","28,553","33,823",,,,,,
13,035,GA,Butts County,"4,262","3,381","5,143",20.2,16.0,24.4,"1,516","1,186","1,846",29.4,23.0,35.8,"1,047",802,"1,292",28.0,21.5,34.5,"40,330","37,148","43,512",,,,,,
13,037,GA,Calhoun County,"2,039","1,609","2,469",40.5,32.0,49.0,544,427,661,41.6,32.7,50.5,363,275,451,38.5,29.2,47.8,"27,860","25,108","30,612",,,,,,
13,039,GA,Camden County,"7,120","5,723","8,517",14.7,11.8,17.6,"2,661","2,074","3,248",20.4,15.9,24.9,"1,780","1,353","2,207",19.4,14.8,24.0,"50,207","45,471","54,943",,,,,,
13,043,GA,Candler County,"2,991","2,384","3,598",27.3,21.8,32.8,"1,149",896,"1,402",40.3,31.4,49.2,755,567,943,36.7,27.5,45.9,"28,263","25,860","30,666",,,,,,
13,045,GA,Carroll County,"20,936","18,002","23,870",19.5,16.8,22.2,"6,963","5,650","8,276",25.4,20.6,30.2,"4,653","3,645","5,661",23.6,18.5,28.7,"43,237","39,944","46,530",,,,,,
13,047,GA,Catoosa County,"9,171","7,350","10,992",14.4,11.6,17.2,"3,294","2,543","4,045",21.1,16.3,25.9,"2,216","1,660","2,772",19.0,14.2,23.8,"47,111","43,639","50,583",,,,,,
13,049,GA,Charlton County,"3,360","2,630","4,090",32.6,25.5,39.7,891,686,"1,096",34.9,26.9,42.9,604,452,756,33.0,24.7,41.3,"31,582","28,346","34,818",,,,,,
13,051,GA,Chatham County,"58,354","51,987","64,721",22.5,20.0,25.0,"20,779","18,256","23,302",34.6,30.4,38.8,"14,101","12,136","16,066",34.3,29.5,39.1,"42,383","39,896","44,870",,,,,,
13,053,GA,Chattahoochee County,"1,708","1,318","2,098",20.2,15.6,24.8,589,453,725,19.4,14.9,23.9,384,289,479,19.8,14.9,24.7,"41,476","38,505","44,447",,,,,,
13,055,GA,Chattooga County,"5,335","4,353","6,317",22.5,18.4,26.6,"1,593","1,238","1,948",28.2,21.9,34.5,"1,087",827,"1,347",26.5,20.2,32.8,"33,350","30,118","36,582",,,,,,
13,057,GA,Cherokee County,"20,767","17,600","23,934",9.6,8.1,11.1,"7,414","5,919","8,909",12.7,10.1,15.3,"5,072","4,009","6,135",11.8,9.3,14.3,"65,769","61,310","70,228",,,,,,
13,059,GA,Clarke County,"42,387","39,697","45,077",39.2,36.7,41.7,"7,567","6,513","8,621",37.7,32.5,42.9,"4,621","3,815","5,427",35.3,29.2,41.4,"30,880","28,666","33,094",,,,,,
13,061,GA,Clay County,"1,106",897,"1,315",36.3,29.4,43.2,375,300,450,54.0,43.2,64.8,244,191,297,48.8,38.1,59.5,"26,420","23,711","29,129",,,,,,
13,063,GA,Clayton County,"64,691","58,292","71,090",25.2,22.7,27.7,"26,431","22,934","29,928",35.4,30.7,40.1,"17,621","15,160","20,082",33.2,28.6,37.8,"37,706","35,548","39,864",,,,,,
13,065,GA,Clinch County,"1,784","1,409","2,159",26.8,21.2,32.4,688,534,842,38.8,30.1,47.5,450,338,562,35.6,26.7,44.5,"30,237","27,146","33,328",,,,,,
13,067,GA,Cobb County,"90,520","81,132","99,908",13.2,11.8,14.6,"30,736","26,275","35,197",17.6,15.0,20.2,"21,293","18,043","24,543",16.9,14.3,19.5,"57,995","54,954","61,036",,,,,,
13,069,GA,Coffee County,"11,010","9,062","12,958",27.9,23.0,32.8,"4,303","3,470","5,136",40.1,32.3,47.9,"3,107","2,488","3,726",40.4,32.4,48.4,"32,351","29,335","35,367",,,,,,
13,071,GA,Colquitt County,"12,993","11,165","14,821",28.9,24.8,33.0,"4,822","4,027","5,617",38.3,32.0,44.6,"3,104","2,478","3,730",35.6,28.4,42.8,"30,669","28,019","33,319",,,,,,
13,073,GA,Columbia County,"10,397","8,304","12,490",8.2,6.6,9.8,"3,765","2,921","4,609",11.1,8.6,13.6,"2,552","1,937","3,167",10.0,7.6,12.4,"62,717","60,401","65,033",,,,,,
13,075,GA,Cook County,"4,719","3,860","5,578",27.8,22.7,32.9,"1,851","1,495","2,207",41.0,33.1,48.9,"1,183",920,"1,446",36.4,28.3,44.5,"32,812","29,625","35,999",,,,,,
13,077,GA,Coweta County,"17,909","15,126","20,692",13.9,11.7,16.1,"7,003","5,742","8,264",20.4,16.7,24.1,"4,383","3,428","5,338",17.3,13.5,21.1,"56,878","52,377","61,379",,,,,,
13,079,GA,Crawford County,"2,427","1,929","2,925",19.5,15.5,23.5,839,648,"1,030",29.9,23.1,36.7,549,410,688,25.9,19.4,32.4,"41,855","38,492","45,218",,,,,,
13,081,GA,Crisp County,"7,542","6,181","8,903",32.5,26.6,38.4,"2,702","2,125","3,279",45.9,36.1,55.7,"1,831","1,407","2,255",43.1,33.1,53.1,"29,134","26,308","31,960",,,,,,
13,083,GA,Dade County,"2,720","2,167","3,273",17.5,13.9,21.1,827,653,"1,001",24.2,19.1,29.3,556,424,688,21.7,16.5,26.9,"41,233","37,690","44,776",,,,,,
13,085,GA,Dawson County,"2,696","2,118","3,274",12.2,9.6,14.8,"1,010",774,"1,246",21.0,16.1,25.9,676,504,848,18.6,13.9,23.3,"53,339","48,440","58,238",,,,,,
13,087,GA,Decatur County,"8,482","7,227","9,737",31.9,27.2,36.6,"3,232","2,641","3,823",46.4,37.9,54.9,"2,186","1,749","2,623",43.0,34.4,51.6,"31,054","28,114","33,994",,,,,,
13,089,GA,DeKalb County,"135,926","124,313","147,539",19.8,18.1,21.5,"47,281","41,623","52,939",28.8,25.4,32.2,"32,034","27,650","36,418",28.4,24.5,32.3,"48,293","46,299","50,287",,,,,,
13,091,GA,Dodge County,"5,459","4,449","6,469",27.4,22.3,32.5,"1,838","1,467","2,209",39.0,31.1,46.9,"1,237",959,"1,515",36.8,28.5,45.1,"31,696","28,861","34,531",,,,,,
13,093,GA,Dooly County,"4,075","3,308","4,842",32.4,26.3,38.5,"1,204",969,"1,439",40.2,32.4,48.0,795,625,965,36.1,28.4,43.8,"29,970","26,928","33,012",,,,,,
13,095,GA,Dougherty County,"28,159","25,050","31,268",31.0,27.6,34.4,"9,657","7,928","11,386",40.2,33.0,47.4,"6,473","5,271","7,675",38.6,31.4,45.8,"30,186","27,800","32,572",,,,,,
13,097,GA,Douglas County,"21,281","18,157","24,405",16.2,13.8,18.6,"7,953","6,365","9,541",21.8,17.4,26.2,"5,689","4,554","6,824",21.1,16.9,25.3,"50,501","46,946","54,056",,,,,,
13,099,GA,Early County,"2,988","2,387","3,589",28.2,22.5,33.9,"1,092",842,"1,342",39.5,30.5,48.5,731,549,913,36.1,27.1,45.1,"31,345","28,123","34,567",,,,,,
13,101,GA,Echols County,"1,069",824,"1,314",26.0,20.0,32.0,459,351,567,40.0,30.6,49.4,313,234,392,39.2,29.3,49.1,"32,543","29,253","35,833",,,,,,
13,103,GA,Effingham County,"6,398","5,046","7,750",12.3,9.7,14.9,"2,628","2,040","3,216",18.2,14.1,22.3,"1,803","1,374","2,232",16.5,12.6,20.4,"59,502","54,833","64,171",,,,,,
13,105,GA,Elbert County,"4,582","3,755","5,409",23.3,19.1,27.5,"1,525","1,217","1,833",34.0,27.1,40.9,"1,024",794,"1,254",31.9,24.7,39.1,"33,068","29,948","36,188",,,,,,
13,107,GA,Emanuel County,"6,245","4,990","7,500",28.8,23.0,34.6,"2,370","1,845","2,895",41.5,32.3,50.7,"1,609","1,224","1,994",39.6,30.1,49.1,"30,459","27,564","33,354",,,,,,
13,109,GA,Evans County,"3,021","2,403","3,639",28.4,22.6,34.2,"1,144",898,"1,390",41.3,32.4,50.2,759,581,937,38.9,29.8,48.0,"30,858","27,743","33,973",,,,,,
13,111,GA,Fannin County,"5,048","4,115","5,981",21.5,17.5,25.5,"1,631","1,305","1,957",37.8,30.2,45.4,"1,101",856,"1,346",34.2,26.6,41.8,"34,775","31,776","37,774",,,,,,
13,113,GA,Fayette County,"9,282","7,953","10,611",8.7,7.5,9.9,"3,079","2,519","3,639",11.5,9.4,13.6,"2,141","1,724","2,558",9.7,7.8,11.6,"74,476","70,674","78,278",,,,,,
13,115,GA,Floyd County,"18,998","16,055","21,941",20.6,17.4,23.8,"6,696","5,387","8,005",29.8,24.0,35.6,"4,492","3,524","5,460",27.8,21.8,33.8,"40,159","36,797","43,521",,,,,,
13,117,GA,Forsyth County,"14,389","11,822","16,956",8.0,6.6,9.4,"5,296","4,150","6,442",9.8,7.7,11.9,"3,553","2,737","4,369",8.7,6.7,10.7,"85,137","79,248","91,026",,,,,,
13,119,GA,Franklin County,"4,776","3,903","5,649",22.5,18.4,26.6,"1,631","1,304","1,958",33.9,27.1,40.7,"1,099",856,"1,342",31.4,24.5,38.3,"31,042","28,612","33,472",,,,,,
13,121,GA,Fulton County,"183,931","169,596","198,266",20.0,18.4,21.6,"60,014","52,709","67,319",27.0,23.7,30.3,"40,562","34,722","46,402",25.6,21.9,29.3,"54,893","52,313","57,473",,,,,,
13,123,GA,Gilmer County,"7,370","6,505","8,235",26.3,23.2,29.4,"2,590","2,250","2,930",43.0,37.4,48.6,"1,770","1,513","2,027",40.0,34.2,45.8,"36,359","33,811","38,907",,,,,,
13,125,GA,Glascock County,562,438,686,18.8,14.6,23.0,185,142,228,23.5,18.1,28.9,125,94,156,20.4,15.3,25.5,"35,247","31,729","38,765",,,,,,
13,127,GA,Glynn County,"15,542","13,186","17,898",19.6,16.6,22.6,"5,856","4,761","6,951",31.1,25.3,36.9,"3,975","3,113","4,837",29.5,23.1,35.9,"44,238","40,740","47,736",,,,,,
13,129,GA,Gordon County,"10,199","8,504","11,894",18.6,15.5,21.7,"4,092","3,339","4,845",28.3,23.1,33.5,"2,848","2,284","3,412",27.2,21.8,32.6,"42,253","38,646","45,860",,,,,,
13,131,GA,Grady County,"7,101","6,150","8,052",28.4,24.6,32.2,"2,390","1,904","2,876",37.6,29.9,45.3,"1,579","1,206","1,952",34.6,26.4,42.8,"33,368","30,155","36,581",,,,,,
13,133,GA,Greene County,"3,961","3,232","4,690",25.0,20.4,29.6,"1,387","1,106","1,668",43.1,34.4,51.8,999,804,"1,194",42.1,33.9,50.3,"39,209","35,182","43,236",,,,,,
13,135,GA,Gwinnett County,"128,592","118,829","138,355",15.7,14.5,16.9,"50,391","44,638","56,144",21.5,19.0,24.0,"35,208","30,862","39,554",20.4,17.9,22.9,"56,944","54,447","59,441",,,,,,
13,137,GA,Habersham County,"7,679","6,344","9,014",18.8,15.5,22.1,"2,784","2,225","3,343",27.6,22.1,33.1,"1,905","1,492","2,318",26.1,20.4,31.8,"39,879","36,791","42,967",,,,,,
13,139,GA,Hall County,"31,931","27,663","36,199",17.8,15.4,20.2,"12,725","10,619","14,831",25.5,21.3,29.7,"8,347","6,726","9,968",23.4,18.9,27.9,"49,324","45,834","52,814",,,,,,
13,141,GA,Hancock County,"2,679","2,071","3,287",34.4,26.6,42.2,700,535,865,42.9,32.8,53.0,460,341,579,37.8,28.0,47.6,"26,107","23,535","28,679",,,,,,
13,143,GA,Haralson County,"5,758","4,670","6,846",20.4,16.5,24.3,"1,998","1,538","2,458",28.8,22.2,35.4,"1,388","1,050","1,726",27.0,20.4,33.6,"37,495","34,107","40,883",,,,,,
13,145,GA,Harris County,"3,384","2,645","4,123",10.6,8.3,12.9,"1,140",880,"1,400",15.7,12.1,19.3,781,590,972,13.9,10.5,17.3,"64,048","57,780","70,316",,,,,,
13,147,GA,Hart County,"5,236","4,252","6,220",21.3,17.3,25.3,"1,632","1,260","2,004",29.5,22.8,36.2,"1,136",859,"1,413",28.1,21.3,34.9,"36,327","32,967","39,687",,,,,,
13,149,GA,Heard County,"3,235","2,788","3,682",28.0,24.1,31.9,"1,130",946,"1,314",39.3,32.9,45.7,738,604,872,33.9,27.7,40.1,"35,765","32,221","39,309",,,,,,
13,151,GA,Henry County,"26,739","22,826","30,652",13.0,11.1,14.9,"11,899","10,096","13,702",20.5,17.4,23.6,"8,242","6,913","9,571",18.4,15.4,21.4,"58,130","55,371","60,889",,,,,,
13,153,GA,Houston County,"20,296","16,976","23,616",14.3,12.0,16.6,"8,000","6,553","9,447",21.4,17.5,25.3,"5,345","4,276","6,414",19.6,15.7,23.5,"51,851","48,507","55,195",,,,,,
13,155,GA,Irwin County,"2,181","1,695","2,667",24.6,19.1,30.1,771,590,952,34.5,26.4,42.6,529,395,663,32.6,24.3,40.9,"33,602","30,501","36,703",,,,,,
13,157,GA,Jackson County,"9,462","7,967","10,957",15.6,13.1,18.1,"3,355","2,666","4,044",21.3,16.9,25.7,"2,320","1,803","2,837",20.3,15.8,24.8,"49,400","45,258","53,542",,,,,,
13,159,GA,Jasper County,"2,804","2,287","3,321",20.4,16.6,24.2,"1,041",810,"1,272",30.9,24.1,37.7,723,553,893,29.2,22.3,36.1,"43,618","39,215","48,021",,,,,,
13,161,GA,Jeff Davis County,"3,743","3,020","4,466",25.0,20.2,29.8,"1,500","1,171","1,829",35.9,28.0,43.8,"1,049",809,"1,289",35.3,27.2,43.4,"32,248","29,007","35,489",,,,,,
13,163,GA,Jefferson County,"4,975","4,195","5,755",30.7,25.9,35.5,"1,758","1,443","2,073",42.3,34.7,49.9,"1,151",915,"1,387",38.0,30.2,45.8,"27,703","25,235","30,171",,,,,,
13,165,GA,Jenkins County,"2,872","2,335","3,409",35.8,29.1,42.5,"1,144",920,"1,368",53.7,43.2,64.2,785,621,949,51.1,40.4,61.8,"25,807","23,350","28,264",,,,,,
13,167,GA,Johnson County,"2,584","2,016","3,152",31.4,24.5,38.3,763,591,935,37.3,28.9,45.7,517,391,643,34.0,25.7,42.3,"28,585","25,681","31,489",,,,,,
13,169,GA,Jones County,"4,547","3,779","5,315",16.2,13.5,18.9,"1,557","1,239","1,875",21.8,17.3,26.3,"1,071",840,"1,302",19.7,15.4,24.0,"48,792","44,014","53,570",,,,,,
13,171,GA,Lamar County,"3,323","2,649","3,997",19.6,15.6,23.6,"1,089",839,"1,339",28.7,22.1,35.3,748,562,934,27.3,20.5,34.1,"40,769","37,057","44,481",,,,,,
13,173,GA,Lanier County,"2,505","1,984","3,026",24.8,19.6,30.0,978,763,"1,193",36.3,28.3,44.3,642,479,805,35.7,26.6,44.8,"33,929","30,813","37,045",,,,,,
13,175,GA,Laurens County,"11,688","10,053","13,323",24.9,21.4,28.4,"4,310","3,527","5,093",35.8,29.3,42.3,"2,880","2,303","3,457",33.1,26.5,39.7,"34,865","32,322","37,408",,,,,,
13,177,GA,Lee County,"3,515","2,883","4,147",12.7,10.4,15.0,"1,387","1,103","1,671",18.0,14.3,21.7,910,707,"1,113",15.5,12.0,19.0,"60,652","55,182","66,122",,,,,,
13,179,GA,Liberty County,"10,555","8,651","12,459",16.8,13.8,19.8,"4,300","3,417","5,183",22.1,17.6,26.6,"2,647","2,007","3,287",21.2,16.1,26.3,"40,659","37,514","43,804",,,,,,
13,181,GA,Lincoln County,"1,880","1,575","2,185",24.1,20.2,28.0,509,407,611,33.1,26.5,39.7,334,258,410,29.1,22.5,35.7,"35,183","31,678","38,688",,,,,,
13,183,GA,Long County,"3,640","3,015","4,265",24.7,20.5,28.9,"1,540","1,255","1,825",34.1,27.8,40.4,"1,006",801,"1,211",31.7,25.2,38.2,"35,244","31,974","38,514",,,,,,
13,185,GA,Lowndes County,"28,505","25,370","31,640",27.1,24.1,30.1,"8,901","7,446","10,356",33.4,27.9,38.9,"5,643","4,514","6,772",30.8,24.6,37.0,"34,252","31,858","36,646",,,,,,
13,187,GA,Lumpkin County,"5,092","4,004","6,180",18.0,14.1,21.9,"1,593","1,227","1,959",26.6,20.5,32.7,"1,103",833,"1,373",25.5,19.2,31.8,"44,422","40,173","48,671",,,,,,
13,189,GA,McDuffie County,"4,925","3,965","5,885",23.1,18.6,27.6,"2,016","1,609","2,423",36.3,29.0,43.6,"1,344","1,042","1,646",33.4,25.9,40.9,"36,907","33,531","40,283",,,,,,
13,191,GA,McIntosh County,"3,046","2,320","3,772",21.7,16.5,26.9,"1,013",774,"1,252",35.5,27.1,43.9,709,533,885,33.6,25.2,42.0,"34,787","31,416","38,158",,,,,,
13,193,GA,Macon County,"3,549","2,711","4,387",28.5,21.8,35.2,"1,125",846,"1,404",36.6,27.5,45.7,748,548,948,33.1,24.2,42.0,"27,934","25,160","30,708",,,,,,
13,195,GA,Madison County,"5,543","4,614","6,472",20.0,16.6,23.4,"1,908","1,528","2,288",28.9,23.1,34.7,"1,306","1,028","1,584",26.5,20.9,32.1,"40,123","36,334","43,912",,,,,,
13,197,GA,Marion County,"2,081","1,619","2,543",24.1,18.8,29.4,760,586,934,37.3,28.7,45.9,517,390,644,35.1,26.5,43.7,"34,189","30,778","37,600",,,,,,
13,199,GA,Meriwether County,"4,613","3,603","5,623",21.6,16.9,26.3,"1,753","1,360","2,146",35.5,27.6,43.4,"1,199",911,"1,487",33.2,25.2,41.2,"34,589","31,768","37,410",,,,,,
13,201,GA,Miller County,"1,508","1,187","1,829",25.2,19.8,30.6,529,409,649,37.4,28.9,45.9,353,265,441,35.1,26.4,43.8,"33,063","29,895","36,231",,,,,,
13,205,GA,Mitchell County,"6,508","5,263","7,753",30.6,24.7,36.5,"2,227","1,767","2,687",39.4,31.3,47.5,"1,444","1,113","1,775",36.0,27.8,44.2,"31,088","28,290","33,886",,,,,,
13,207,GA,Monroe County,"3,719","2,917","4,521",14.7,11.5,17.9,"1,282",988,"1,576",22.2,17.1,27.3,856,641,"1,071",19.8,14.8,24.8,"51,747","46,675","56,819",,,,,,
13,209,GA,Montgomery County,"2,138","1,738","2,538",25.7,20.9,30.5,707,568,846,35.3,28.3,42.3,489,388,590,33.4,26.5,40.3,"34,379","31,142","37,616",,,,,,
13,211,GA,Morgan County,"2,939","2,331","3,547",16.5,13.1,19.9,"1,103",858,"1,348",25.4,19.8,31.0,755,576,934,22.8,17.4,28.2,"46,176","41,558","50,794",,,,,,
13,213,GA,Murray County,"9,694","8,522","10,866",24.8,21.8,27.8,"3,028","2,447","3,609",29.3,23.7,34.9,"2,010","1,562","2,458",26.3,20.4,32.2,"36,230","33,033","39,427",,,,,,
13,215,GA,Muscogee County,"37,083","32,388","41,778",19.8,17.3,22.3,"14,576","12,055","17,097",30.1,24.9,35.3,"9,787","7,872","11,702",29.0,23.3,34.7,"37,564","35,366","39,762",,,,,,
13,217,GA,Newton County,"18,283","15,478","21,088",18.5,15.7,21.3,"7,385","5,985","8,785",26.3,21.3,31.3,"4,855","3,772","5,938",23.3,18.1,28.5,"44,089","40,889","47,289",,,,,,
13,219,GA,Oconee County,"2,923","2,330","3,516",8.8,7.0,10.6,"1,057",820,"1,294",11.6,9.0,14.2,684,515,853,9.5,7.2,11.8,"71,707","66,073","77,341",,,,,,
13,221,GA,Oglethorpe County,"2,524","1,995","3,053",17.4,13.7,21.1,832,634,"1,030",24.6,18.7,30.5,574,428,720,22.4,16.7,28.1,"44,066","39,752","48,380",,,,,,
13,223,GA,Paulding County,"16,870","14,303","19,437",11.8,10.0,13.6,"6,844","5,647","8,041",16.4,13.5,19.3,"4,919","4,056","5,782",15.8,13.0,18.6,"59,185","56,649","61,721",,,,,,
13,225,GA,Peach County,"6,685","5,555","7,815",25.8,21.4,30.2,"2,070","1,630","2,510",33.0,26.0,40.0,"1,408","1,092","1,724",31.6,24.5,38.7,"39,838","35,881","43,795",,,,,,
13,227,GA,Pickens County,"4,251","3,350","5,152",14.6,11.5,17.7,"1,668","1,293","2,043",26.5,20.6,32.4,"1,122",850,"1,394",24.1,18.2,30.0,"50,282","45,259","55,305",,,,,,
13,229,GA,Pierce County,"3,940","3,191","4,689",21.2,17.2,25.2,"1,550","1,239","1,861",32.4,25.9,38.9,"1,003",763,"1,243",28.4,21.6,35.2,"38,290","34,714","41,866",,,,,,
